t,x,y,zone_id,action,perturbed,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11
1,7,5,1,1,0,-0.05559945106506348,-0.0712180957198143,-0.03637392073869705,0.15805208683013916,0.46203240752220154,0.14962559938430786,0.00048217177391052246,0.05496443808078766,-1.2780790328979492,-0.8303897976875305,-1.5840095281600952,1.1213040351867676,0.3716297745704651,0.7577762007713318,0.3026258945465088,0.9148754477500916,0.6916147470474243,-0.8261855244636536,0.7469652891159058,-1.1169687509536743,-0.8899931907653809,2.045502185821533,0.12364745885133743,-0.5503154993057251,0.004228641744703054,0.07811477035284042,0.03281152620911598,0.09226784110069275,-0.089314304292202,-0.08036413043737411,-0.011110867373645306,0.071493960916996,-0.12794409692287445,0.08312217891216278,0.003686567535623908,-0.052478767931461334
2,7,6,1,1,0,0.4587554335594177,-0.3420482873916626,0.7283806800842285,0.05075530707836151,-0.0867249071598053,-0.15197217464447021,-0.9042825102806091,-0.2493714839220047,-1.1932358741760254,-0.763187050819397,-1.1642630100250244,1.3426257371902466,0.05968964472413063,0.9192848801612854,0.36438578367233276,0.6852992177009583,0.5119466185569763,-1.139483094215393,0.7347237467765808,-1.3499176502227783,-1.3159593343734741,1.9074249267578125,0.20932619273662567,0.19133879244327545,0.0009230452124029398,0.15324264764785767,0.06408623605966568,0.17488470673561096,-0.16791431605815887,-0.16035881638526917,-0.008878160268068314,0.14896835386753082,-0.22937142848968506,0.14454977214336395,-0.010088510811328888,-0.10145001113414764
3,7,7,1,1,0,0.33308544754981995,0.14768970012664795,0.1737370491027832,-0.24734200537204742,1.0197293758392334,0.004068605601787567,-0.4234306812286377,-0.016889184713363647,-1.3272759914398193,-0.34442228078842163,-1.5263652801513672,0.9611740708351135,0.17564669251441956,0.8008067011833191,0.2579340636730194,1.2805067300796509,0.5385215282440186,-0.9514123797416687,1.3653684854507446,-1.2127296924591064,-0.9974583387374878,1.4981216192245483,0.27671706676483154,-0.7951326370239258,0.013930073007941246,0.16961146891117096,0.05859064310789108,0.2579713463783264,-0.21547359228134155,-0.2489767223596573,-0.018397560343146324,0.22762340307235718,-0.32323452830314636,0.2154618799686432,0.0322098433971405,-0.15549810230731964
4,7,8,1,1,0,0.43204838037490845,0.1366787850856781,-0.004743918776512146,-0.7465100288391113,0.28551438450813293,0.5463826656341553,-0.458865761756897,-0.26829665899276733,-1.2272688150405884,-0.44633328914642334,-1.2436344623565674,1.4801597595214844,0.07007765024900436,0.8322824835777283,0.2602248787879944,0.783032238483429,0.3995780646800995,-1.1121447086334229,1.0112133026123047,-1.3442001342773438,-1.442302942276001,1.6581716537475586,0.3336125612258911,-0.012468858622014523,0.014221209101378918,0.22899724543094635,0.0815843790769577,0.320235013961792,-0.2789882719516754,-0.3144461512565613,-0.018136873841285706,0.28981319069862366,-0.4046800136566162,0.2720898985862732,0.03203976899385452,-0.2048673927783966
5,7,8,1,1,0,0.2824454605579376,-0.2694927453994751,-0.09312690049409866,-0.5743865966796875,0.4731239974498749,0.5768440961837769,-0.14721077680587769,-0.06752724200487137,-1.262805461883545,-0.39925822615623474,-1.2974684238433838,1.5303484201431274,0.07129056006669998,0.7762232422828674,0.21544604003429413,0.8140605688095093,0.368033766746521,-1.0574053525924683,1.1292741298675537,-1.2970694303512573,-1.4469282627105713,1.561457633972168,0.3774109184741974,-0.08260969817638397,0.0166134312748909,0.27971115708351135,0.09980332106351852,0.37505245208740234,-0.33445173501968384,-0.3742254376411438,-0.019017184153199196,0.3465486168861389,-0.47825801372528076,0.32498347759246826,0.03754347935318947,-0.25267133116722107
6,7,8,1,1,0,0.20480723679065704,-0.654888391494751,0.17208394408226013,-0.17057731747627258,0.16266407072544098,-0.29342636466026306,0.5002852082252502,-0.3994814157485962,-1.0483345985412598,-0.6937644481658936,-1.1776695251464844,1.6337339878082275,-0.030386613681912422,0.7521336674690247,0.43227583169937134,0.526950478553772,0.12479853630065918,-0.7763344645500183,0.720709502696991,-1.4325461387634277,-1.7316844463348389,1.574480652809143,0.4657941460609436,0.6598426699638367,0.01245599053800106,0.3295121490955353,0.12439967691898346,0.4261149764060974,-0.38623517751693726,-0.42422041296958923,-0.013997809030115604,0.39815816283226013,-0.5433670282363892,0.3677390217781067,0.02680346742272377,-0.2931479215621948
7,7,8,1,1,0,0.49372872710227966,-0.5738059282302856,0.23661521077156067,0.3239724338054657,0.5115862488746643,0.6059905886650085,0.016059502959251404,0.3366313576698303,-1.3336126804351807,-0.1029430702328682,-1.5783123970031738,1.1716581583023071,-0.12614348530769348,0.7398766875267029,0.0311320498585701,1.2897862195968628,0.34713491797447205,-0.7655348777770996,1.786662220954895,-0.9134261608123779,-1.0544824600219727,1.1667747497558594,0.2558372914791107,-0.9144070148468018,0.04169774800539017,0.2807862162590027,0.10647637397050858,0.4797484874725342,-0.4039812982082367,-0.4841838479042053,-0.030258428305387497,0.45928046107292175,-0.6059252023696899,0.4312942922115326,0.07491709291934967,-0.32122617959976196
8,7,8,1,1,0,0.602638304233551,0.13160395622253418,0.5461545586585999,-0.552965521812439,0.10407444834709167,0.33612367510795593,-0.7525849938392639,0.5300030708312988,-1.2543965578079224,0.029165692627429962,-1.3558883666992188,1.5084556341171265,-0.1893913745880127,0.6418746709823608,0.303703635931015,1.0587866306304932,0.08036026358604431,-0.9625778198242188,1.5166178941726685,-1.0726311206817627,-1.5435914993286133,1.2409610748291016,0.4063332676887512,-0.4077816307544708,0.053009033203125,0.29763126373291016,0.11455363035202026,0.518659234046936,-0.4416566789150238,-0.5292626619338989,-0.03615246340632439,0.504172146320343,-0.6600214838981628,0.4804055094718933,0.09508615732192993,-0.36417728662490845
9,7,8,1,1,0,0.4414648711681366,0.10394468903541565,0.11899024248123169,0.05726689100265503,0.5412086248397827,0.11164502054452896,-0.18114939332008362,-0.47203749418258667,-1.154558539390564,-0.35147038102149963,-1.499521255493164,1.7568705081939697,0.20497950911521912,0.4748809337615967,0.33495384454727173,0.9161440134048462,0.000363759056199342,-0.7092027068138123,1.2186654806137085,-1.2241209745407104,-1.7242828607559204,1.1265641450881958,0.4728241264820099,0.15690995752811432,0.05445220321416855,0.3384091556072235,0.12346670031547546,0.5526504516601562,-0.47673508524894714,-0.5682665705680847,-0.03940455615520477,0.5422187447547913,-0.7074424624443054,0.5139773488044739,0.10294407606124878,-0.40156713128089905
10,7,8,1,1,0,0.17755791544914246,-0.41518914699554443,-0.08550525456666946,0.4600653350353241,0.49700480699539185,0.31285983324050903,-0.06171298772096634,-0.4693273901939392,-1.1564323902130127,-0.4185580909252167,-1.476319670677185,1.8696751594543457,0.15071524679660797,0.4568118453025818,0.27715665102005005,0.8088870048522949,-0.015207300893962383,-0.662211537361145,1.201622724533081,-1.1721687316894531,-1.7476212978363037,1.0956323146820068,0.48150891065597534,0.3065092861652374,0.056051142513751984,0.3753197193145752,0.1340089589357376,0.5818438529968262,-0.5088872909545898,-0.6022065877914429,-0.04209455847740173,0.5761715769767761,-0.7506223917007446,0.5446711182594299,0.10869821161031723,-0.4361995756626129
