t,x,y,zone_id,action,switched,perturbed_1,perturbed_2,logits_act,pi_act,pi_max,pi_entropy,pi_argmax,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11
113,14,4,2,3,0,0,0,4.498932838439941,0.9855068922042847,0.9855068922042847,0.09469421207904816,3,-1.0333161354064941,0.6142699718475342,-0.4099184572696686,0.2281683385372162,0.1943536251783371,0.24371159076690674,0.07046498358249664,-0.34981775283813477,-0.43356987833976746,0.034224532544612885,-0.26601165533065796,-0.3150136172771454,-0.04320519044995308,-0.3779466450214386,0.38982707262039185,-0.1660427451133728,-0.29306912422180176,-0.17830100655555725,-0.4538743495941162,0.10638564825057983,-0.15764528512954712,-0.256679505109787,0.5247841477394104,-0.4005316495895386,-0.5180923938751221,-0.49919381737709045,-0.10642263293266296,0.3587243854999542,-1.2434587478637695,-0.30749958753585815,1.880711317062378,1.0424991846084595,1.1375079154968262,-0.2923237681388855,1.0688388347625732,-2.1985056400299072,-1.0804246664047241,0.6332529187202454,0.3201591670513153,-0.19577249884605408,-0.5528421998023987,-0.023484250530600548,-0.059176407754421234,0.363351047039032,-0.8327186703681946,0.05716625973582268,0.6748615503311157,-0.9062815308570862,0.7487764358520508,1.411116600036621,-0.47259098291397095,-0.18921266496181488
114,14,4,2,3,0,0,0,3.6497435569763184,0.9412456154823303,0.9412456154823303,0.2994818687438965,3,-0.20385538041591644,0.2306172251701355,0.4604126811027527,-0.11230017244815826,-0.8683757185935974,-1.4985413551330566,-1.2269940376281738,0.4585258960723877,0.944588840007782,0.9090420603752136,-0.9834091067314148,-0.9959949851036072,-0.9931297302246094,0.849920392036438,-0.7076067924499512,0.8504060506820679,-0.9902067184448242,0.8611921668052673,-0.9997025728225708,-0.6682546734809875,0.9974904656410217,-0.9821719527244568,0.580072283744812,0.6250309944152832,-0.8782389760017395,-0.9684135913848877,-0.37087512016296387,1.373833417892456,-0.6649802923202515,-0.28715023398399353,1.861820936203003,0.25566503405570984,0.48699966073036194,1.3721104860305786,0.8344908952713013,-2.0508933067321777,-0.8472371101379395,0.2823759615421295,-0.5894289016723633,0.18992142379283905,-0.5344847440719604,-0.034111980348825455,-0.06642612814903259,0.3708376884460449,-0.8227657079696655,0.05410809442400932,0.6754331588745117,-0.907676100730896,0.753830075263977,1.415523648262024,-0.47833094000816345,-0.19852732121944427
115,14,4,2,3,0,0,0,3.7447259426116943,0.9695742130279541,0.9695742130279541,0.176248237490654,3,-0.42121949791908264,-1.1594419479370117,-0.6175764203071594,-0.21621322631835938,-0.1072959452867508,-0.4904419779777527,-0.4490569531917572,-0.50190269947052,-0.9612755179405212,-0.6377152800559998,-0.33664846420288086,-0.06625130772590637,0.3309706151485443,-0.9362939596176147,0.8793076276779175,-0.7636885046958923,-0.744503915309906,-0.8221113681793213,0.5353438258171082,0.2977007031440735,-0.757973313331604,-0.5499491691589355,0.9650286436080933,-0.7931817173957825,0.4404287338256836,0.6987253427505493,0.10429470241069794,0.39662039279937744,-1.4134812355041504,-0.366644024848938,1.0078957080841064,1.53090238571167,0.6362072825431824,-1.4903104305267334,1.3633854389190674,-1.7713053226470947,-1.3906962871551514,0.040245816111564636,0.28116536140441895,-0.06743387132883072,-0.5512431859970093,-0.030564699321985245,-0.06187885254621506,0.38701194524765015,-0.8320168852806091,0.05853132903575897,0.6753393411636353,-0.9092084169387817,0.7460179328918457,1.405588150024414,-0.4746829867362976,-0.19237935543060303
116,14,4,2,3,0,0,0,3.9068832397460938,0.9584914445877075,0.9584914445877075,0.2263135313987732,3,0.09349694848060608,-0.6967884302139282,0.05793898180127144,0.4594271779060364,-0.2799239158630371,-0.1944190412759781,-0.08856827020645142,-0.20970416069030762,0.8269951343536377,0.7452750205993652,-0.8472237586975098,-0.9400623440742493,-0.9507216215133667,0.7684708833694458,-0.6496126055717468,0.7790147662162781,-0.9274101853370667,0.6578237414360046,-0.9839414954185486,-0.6309064626693726,0.9659052491188049,-0.7971305847167969,0.3763207495212555,0.27617910504341125,-0.9363174438476562,-1.0684596300125122,-0.3753882646560669,1.220494031906128,-0.7737575769424438,-0.2525097727775574,1.9526394605636597,0.22551536560058594,0.6274119019508362,1.3195911645889282,0.8232890963554382,-2.029367208480835,-0.7387495040893555,0.3091548979282379,-0.46783897280693054,0.164292573928833,-0.5321496725082397,-0.03805066645145416,-0.06880831718444824,0.38923895359039307,-0.8232465386390686,0.05428002029657364,0.6761699914932251,-0.9108002185821533,0.7520790696144104,1.410420298576355,-0.48074087500572205,-0.20024928450584412
117,14,4,2,3,0,0,0,3.236450672149658,0.8996250033378601,0.8996250033378601,0.456013560295105,3,0.2905410826206207,-0.1011965349316597,0.5221036076545715,0.6371291279792786,-0.44125932455062866,0.21065160632133484,0.5224169492721558,0.7177649140357971,0.9851565361022949,0.9055100679397583,-0.8934662342071533,-0.9822371602058411,-0.9871599674224854,0.9690042734146118,-0.9276248812675476,0.9447588920593262,-0.9409340023994446,0.9196077585220337,-0.9980105757713318,-0.8019903302192688,0.9957828521728516,-0.7999585866928101,-0.3791891038417816,0.6602752208709717,-0.9151616096496582,-1.2073689699172974,-0.4034661054611206,1.2480584383010864,-0.871013879776001,-0.13439925014972687,1.6681541204452515,0.2727334499359131,0.7407941222190857,1.5380464792251587,0.6447980999946594,-1.9943962097167969,-0.5508253574371338,0.5387173891067505,-0.6601491570472717,0.08547832816839218,-0.5137540698051453,-0.05027284473180771,-0.07890823483467102,0.3809513747692108,-0.8077898621559143,0.052897099405527115,0.6795405745506287,-0.9084835052490234,0.7624806761741638,1.4188565015792847,-0.4844869375228882,-0.21230283379554749
118,14,4,2,3,0,0,0,3.3143649101257324,0.9497635364532471,0.9497635364532471,0.2654510736465454,3,0.023849904537200928,-1.1384632587432861,0.033747050911188126,-0.6210322380065918,-0.06415470689535141,-0.3790869116783142,-0.9560681581497192,0.28407716751098633,-0.991491973400116,-0.8135144710540771,-0.6429035663604736,-0.470899373292923,0.4784771203994751,-0.9876549243927002,0.9685772061347961,-0.9014142751693726,-0.9392040371894836,-0.9419147968292236,0.6691688299179077,0.4920782744884491,-0.8474301099777222,-0.7216044068336487,0.9962760806083679,-0.9063529968261719,0.38379615545272827,0.7443462610244751,0.31559881567955017,0.4951705038547516,-1.5327082872390747,-0.38287830352783203,0.8452496528625488,1.540749430656433,0.5981568694114685,-1.7499444484710693,1.4190869331359863,-1.5219619274139404,-1.2275669574737549,0.04474009945988655,0.23022496700286865,-0.20206007361412048,-0.5308881998062134,-0.046431269496679306,-0.07528998702764511,0.3973383605480194,-0.8186162710189819,0.05796153098344803,0.6799699664115906,-0.909970760345459,0.7539782524108887,1.4082196950912476,-0.4798031747341156,-0.20517775416374207
119,14,4,2,3,0,0,0,2.81595778465271,0.8335033059120178,0.8335033059120178,0.6671568751335144,3,-0.0837816596031189,0.7697650194168091,1.2960578203201294,0.15315547585487366,-0.2653123736381531,-0.9242400527000427,0.21362020075321198,0.4784862995147705,0.996643602848053,0.9627342224121094,-0.9490414261817932,-0.9900281429290771,-0.993697464466095,0.9923999309539795,-0.9586345553398132,0.974473774433136,-0.9378288388252258,0.9764648675918579,-0.9995306730270386,-0.8103456497192383,0.9985179901123047,-0.8604758977890015,-0.7666420936584473,0.8615002036094666,-0.9063120484352112,-1.2381547689437866,-0.4269031286239624,1.2703335285186768,-0.898991048336029,-0.11732479184865952,1.5182615518569946,0.3355991840362549,0.8012447953224182,1.5550633668899536,0.5996997356414795,-1.9907642602920532,-0.4868876338005066,0.6709901094436646,-0.729306161403656,0.04345181956887245,-0.5130884647369385,-0.06067270785570145,-0.0878533124923706,0.38475310802459717,-0.8027217388153076,0.05884052813053131,0.6836761236190796,-0.9050283432006836,0.765584409236908,1.418362021446228,-0.48258987069129944,-0.2165418565273285
120,14,4,2,3,0,0,0,3.7927427291870117,0.9716787934303284,0.9716787934303284,0.165840744972229,3,-0.433251291513443,-0.5366048812866211,0.5768924951553345,-0.8450896143913269,-0.6323038935661316,0.8619286417961121,0.15272390842437744,0.8072664737701416,-0.9944912791252136,-0.8209190368652344,-0.7327355742454529,-0.8610963821411133,0.29345157742500305,-0.9918196797370911,0.9627701044082642,-0.9209737181663513,-0.9799652695655823,-0.9343469142913818,0.2866756021976471,0.152279332280159,-0.8162927031517029,-0.8523204922676086,0.9983143210411072,-0.9471819996833801,0.17350773513317108,0.4077877998352051,0.4910932183265686,0.3513428568840027,-1.6829160451889038,-0.5208186507225037,0.8288360834121704,1.4817838668823242,0.8472829461097717,-1.5893967151641846,1.7536380290985107,-1.3817509412765503,-1.0653051137924194,-0.033777058124542236,0.15436986088752747,-0.21567782759666443,-0.5244887471199036,-0.0571451373398304,-0.08542272448539734,0.40121304988861084,-0.8140849471092224,0.06416414678096771,0.6834613084793091,-0.9073339104652405,0.7578100562095642,1.4077035188674927,-0.4807455837726593,-0.20915457606315613
121,14,4,2,3,0,1,0,-0.6099332571029663,0.08412031829357147,0.3005256652832031,1.5431337356567383,1,0.15265098214149475,-0.47456905245780945,0.6493346095085144,-0.6436601281166077,0.05475715175271034,-0.43867993354797363,-1.1730250120162964,-1.0077399015426636,-0.9734231233596802,-0.7772402167320251,-0.6944025754928589,-0.3739272654056549,0.3784957528114319,-0.9673671126365662,0.9642054438591003,-0.8320998549461365,-0.9155359268188477,-0.8830556869506836,0.6198196411132812,0.559789776802063,-0.8277127742767334,-0.6289535760879517,0.9939754009246826,-0.8242925405502319,0.5312793850898743,1.6452738046646118,-0.03141744062304497,-0.7005009055137634,-1.7185580730438232,0.7818518877029419,0.47464534640312195,1.270302653312683,-0.3127894103527069,0.14112256467342377,1.693476676940918,-0.5167860388755798,-1.4040589332580566,-1.2553229331970215,-0.04523474723100662,-0.5532841682434082,-0.08941121399402618,0.007885565981268883,-1.9044498205184937,-0.6531108617782593,-0.012031570076942444,-1.6433699131011963,0.5891908407211304,-0.6458056569099426,-0.22592289745807648,-0.9062255024909973,1.6038838624954224,-0.9077297449111938
122,14,4,2,3,0,0,0,-0.04024571180343628,0.16848722100257874,0.24293731153011322,1.6006360054016113,1,0.03802421689033508,-0.723808765411377,-0.21394957602024078,-0.001595914363861084,-0.004913832992315292,0.3503491282463074,0.14378434419631958,-0.26045724749565125,-0.9493365287780762,-0.78791344165802,0.33485862612724304,0.4856554865837097,0.650895893573761,-0.905437171459198,0.8435880541801453,-0.7201769351959229,-0.348832368850708,-0.8384685516357422,0.9144559502601624,0.26422804594039917,-0.9146385788917542,0.30399245023727417,0.9147932529449463,-0.8476410508155823,0.7722089290618896,1.5024263858795166,-0.21333055198192596,-1.1021450757980347,-1.6921799182891846,1.0604639053344727,0.5483419895172119,1.2794291973114014,-0.11150632053613663,0.1381358504295349,1.4063801765441895,-0.6002227067947388,-1.3765666484832764,-1.1736253499984741,0.10912426561117172,-0.5469345450401306,-0.11144165694713593,0.03957071527838707,-1.788486123085022,-0.592264711856842,-0.05504945293068886,-1.5676445960998535,0.627455472946167,-0.6190575957298279,-0.15745259821414948,-0.6616836190223694,1.4842000007629395,-0.8626417517662048
123,14,4,2,3,0,0,0,-0.14388830959796906,0.15441279113292694,0.24541902542114258,1.5903469324111938,1,-0.36809974908828735,0.08660165220499039,-0.04095127433538437,-1.1225265264511108,1.287735104560852,-0.26850074529647827,-0.4602377116680145,-0.7928830981254578,-0.9922217130661011,-0.9489237070083618,0.8813567161560059,0.9788827896118164,0.9849927425384521,-0.9800986647605896,0.971832811832428,-0.9292832016944885,0.8587900400161743,-0.9543249011039734,0.9991458654403687,0.7762077450752258,-0.9981805086135864,0.9191145896911621,0.7876290082931519,-0.9243988990783691,0.6874635815620422,1.2942545413970947,-0.2805568277835846,-1.6318503618240356,-1.5156854391098022,1.0756222009658813,0.8036972284317017,1.4663892984390259,0.24652376770973206,-0.4454647898674011,1.126395344734192,-0.5849806070327759,-1.2233538627624512,-0.6939314007759094,0.5277729630470276,-0.8522962927818298,-0.15810136497020721,0.06729727983474731,-1.6602340936660767,-0.550886332988739,-0.10781373083591461,-1.4882020950317383,0.661485493183136,-0.5965202450752258,-0.09170851111412048,-0.44316455721855164,1.3928579092025757,-0.8283761143684387
124,14,4,2,3,0,0,0,1.2083152532577515,0.38793089985847473,0.38793089985847473,1.4825403690338135,3,-0.4339925944805145,0.6600630283355713,-0.08074213564395905,1.0032179355621338,-0.9225079417228699,0.0664082020521164,0.2399321347475052,-0.9706845879554749,0.9837222695350647,0.9488844871520996,-0.9321414828300476,-0.9818127751350403,-0.9844997525215149,0.9631335735321045,-0.9025475382804871,0.919854998588562,-0.9136494994163513,0.9412393569946289,-0.9992791414260864,-0.7161949276924133,0.9955169558525085,-0.9045947790145874,-0.5592464804649353,0.7663676738739014,-0.4698304235935211,-0.16739018261432648,-0.44827982783317566,0.2750670611858368,-1.4426010847091675,0.7152718305587769,1.5766695737838745,0.6519469022750854,0.10191280394792557,2.1392266750335693,1.1738576889038086,-1.424191951751709,-0.9075438380241394,-0.6555721163749695,-0.7750862836837769,-0.3434569835662842,-0.11746158450841904,0.06022237241268158,-1.6075398921966553,-0.5178564786911011,-0.06507813930511475,-1.419732689857483,0.6853266358375549,-0.5684354901313782,-0.025344382971525192,-0.2520214915275574,1.2394572496414185,-0.7680565714836121
125,14,4,2,3,0,0,0,0.2760608196258545,0.2392044961452484,0.2392044961452484,1.599621057510376,3,-1.1467585563659668,-1.2945815324783325,-0.08577728271484375,0.356070339679718,0.13889434933662415,0.5623226165771484,-0.44746124744415283,-0.8262150883674622,-0.9947348237037659,-0.8744990825653076,-0.31762123107910156,0.09225185960531235,0.6477952599525452,-0.9823800921440125,0.9614768028259277,-0.8742572069168091,-0.8681698441505432,-0.94645756483078,0.9105347394943237,0.45310354232788086,-0.9298608899116516,-0.30953899025917053,0.9949162006378174,-0.9259380102157593,0.8304969072341919,1.6940114498138428,-0.12153178453445435,-0.612122118473053,-1.744430422782898,0.6981441974639893,0.3995222747325897,1.2758320569992065,-0.21296431124210358,0.049526397138834,1.520848274230957,-0.6297505497932434,-1.4086315631866455,-1.3551781177520752,-0.000601823499891907,-0.3831701874732971,-0.13453395664691925,0.087607242166996,-1.528716802597046,-0.4607597589492798,-0.10831452906131744,-1.361145257949829,0.7143138647079468,-0.5539860725402832,0.024728773161768913,-0.07477231323719025,1.1440964937210083,-0.7265380620956421
126,14,4,2,3,0,0,0,2.2308294773101807,0.7309819459915161,0.7309819459915161,0.9408718943595886,3,-0.6782164573669434,-0.7369565963745117,-0.37634167075157166,0.22949165105819702,-0.653202474117279,-0.23334740102291107,0.11590510606765747,-0.21828526258468628,0.24470114707946777,0.6238628625869751,-0.902363657951355,-0.9731084108352661,-0.9398197531700134,0.14780229330062866,-0.2732689380645752,0.39643678069114685,-0.9691442251205444,0.3856855034828186,-0.9915531277656555,-0.6127611398696899,0.9439585208892822,-0.9463748931884766,0.8163624405860901,-0.10825155675411224,-0.40427225828170776,0.2903969883918762,-0.3980772793292999,0.08986663818359375,-1.3737120628356934,0.45093637704849243,1.8634306192398071,0.49297618865966797,0.03959784284234047,1.751704454421997,1.454226016998291,-1.3059887886047363,-1.1173888444900513,-1.1776922941207886,-0.4543720483779907,-0.20163096487522125,-0.08929294347763062,0.09755273163318634,-1.4803134202957153,-0.3979286551475525,-0.10094542056322098,-1.306846022605896,0.7334234118461609,-0.5506128072738647,0.06879151612520218,0.07718507200479507,1.0124253034591675,-0.6849268078804016
127,14,4,2,3,0,0,0,0.9150170087814331,0.4374230206012726,0.4374230206012726,1.4585537910461426,3,-0.9253175258636475,0.2903537154197693,-0.4094564914703369,-0.29030200839042664,0.5164685845375061,0.7120739817619324,-1.3679689168930054,-0.9560868144035339,-0.99917072057724,-0.971445620059967,0.37008798122406006,0.8424152135848999,0.9734402894973755,-0.9985601305961609,0.9939193725585938,-0.9847332239151001,-0.3226717412471771,-0.9881410002708435,0.9952465891838074,0.8713180422782898,-0.9966424703598022,0.23311012983322144,0.9963720440864563,-0.9700666666030884,0.972034752368927,1.6466565132141113,-0.24497301876544952,-0.9346312284469604,-1.6460886001586914,0.7148094177246094,0.6716042160987854,1.4454916715621948,-0.1181408241391182,-0.3810170888900757,1.1778748035430908,-0.7311110496520996,-1.401033639907837,-1.1193757057189941,0.38745978474617004,-0.4395601451396942,-0.13137423992156982,0.12142287194728851,-1.4006000757217407,-0.3483555018901825,-0.15192727744579315,-1.2515236139297485,0.7572588324546814,-0.54203200340271,0.11530515551567078,0.21937815845012665,0.9407196044921875,-0.651204526424408
128,14,4,2,3,0,0,0,3.335059404373169,0.9264483451843262,0.9264483451843262,0.35914120078086853,3,-0.9277534484863281,-0.6045118570327759,0.7339591979980469,0.22550615668296814,0.36688560247421265,0.17674101889133453,0.12407782673835754,0.08734673261642456,0.1483132243156433,0.12160428613424301,-0.7752507328987122,-0.9126344919204712,-0.8684086203575134,0.3569091558456421,-0.20474956929683685,0.6444191932678223,-0.9528002142906189,0.23608240485191345,-0.825053870677948,-0.5785183310508728,0.8122319579124451,-0.5975354313850403,0.8343451619148254,-0.33716127276420593,-0.397953599691391,0.11368546634912491,-0.46471428871154785,0.2920469343662262,-1.3755933046340942,0.38435855507850647,1.8197649717330933,0.32402825355529785,-0.04792880639433861,1.8153835535049438,1.4294624328613281,-1.2434815168380737,-1.0438849925994873,-1.4181349277496338,-0.2632226049900055,0.07618391513824463,-0.09088469296693802,0.132328063249588,-1.3586833477020264,-0.30042096972465515,-0.15019339323043823,-1.2029303312301636,0.7715991735458374,-0.5449461340904236,0.16204364597797394,0.3393844962120056,0.8242815136909485,-0.6176213026046753
129,14,4,2,3,0,0,0,0.04194669425487518,0.1867082118988037,0.23226025700569153,1.5944461822509766,2,0.2428009808063507,0.33928048610687256,-1.8183670043945312,-0.462695837020874,-0.1871538758277893,0.42473238706588745,1.0578482151031494,-0.5321140289306641,-0.9545621275901794,-0.8460866808891296,0.95640629529953,0.9853394627571106,0.9850658178329468,-0.9391727447509766,0.8738371133804321,-0.9036855101585388,0.9713498950004578,-0.8637280464172363,0.99598628282547,0.6773161888122559,-0.9958856701850891,0.9272051453590393,-0.2805750072002411,-0.8260142803192139,0.6817057728767395,0.9024497270584106,-0.31220588088035583,-1.669589877128601,-1.7741228342056274,1.0085890293121338,0.5807803869247437,1.5815743207931519,0.9967090487480164,-0.5649083256721497,0.9909515380859375,-0.6776831150054932,-0.8829326033592224,-0.32215073704719543,0.45205986499786377,-0.9912267923355103,-0.15469162166118622,0.14938785135746002,-1.2461109161376953,-0.2895531952381134,-0.2092193067073822,-1.1483538150787354,0.7859793305397034,-0.54200279712677,0.21956273913383484,0.45117539167404175,0.7747204303741455,-0.5980211496353149
130,14,4,2,3,0,0,0,1.4544180631637573,0.5877235531806946,0.5877235531806946,1.2465850114822388,3,-1.7009764909744263,-0.6226148009300232,0.19433078169822693,0.0801820233464241,0.022272232919931412,0.8936967253684998,-0.3293587565422058,0.33818763494491577,-0.995677649974823,-0.7983914017677307,-0.7413676977157593,-0.7592287659645081,0.31862592697143555,-0.9892531037330627,0.9617721438407898,-0.8856067061424255,-0.9736692905426025,-0.947286069393158,0.4246765077114105,0.3033178448677063,-0.7914689779281616,-0.7970144152641296,0.9983851909637451,-0.9368157982826233,0.5150552988052368,1.3662573099136353,0.09508044272661209,-0.3411880433559418,-1.997740387916565,0.257958322763443,0.5661218166351318,1.213911533355713,0.08032262325286865,0.12282122671604156,1.899843454360962,-0.630850076675415,-1.2854095697402954,-1.446676254272461,-0.10910728573799133,-0.30640044808387756,-0.16236957907676697,0.16870704293251038,-1.198493242263794,-0.24456459283828735,-0.24889884889125824,-1.1060073375701904,0.8027570843696594,-0.5431044697761536,0.2569372057914734,0.5533395409584045,0.6999797821044922,-0.5653676986694336
131,14,4,2,3,0,0,0,2.581792116165161,0.812983512878418,0.812983512878418,0.7311238050460815,3,-0.3906325399875641,-0.47940707206726074,-0.05943087488412857,0.29637235403060913,0.5644084811210632,-0.380001425743103,0.139112189412117,-0.796227753162384,0.8380911946296692,0.36210158467292786,0.3188943564891815,0.4643995761871338,-0.3968326449394226,0.8826725482940674,-0.6554830074310303,0.8172221183776855,0.5256256461143494,0.6632145643234253,0.05956309288740158,-0.3441634774208069,0.38466793298721313,0.7200560569763184,-0.8188153505325317,0.2901211082935333,-0.2122759222984314,-0.38025572896003723,-0.7401503324508667,-0.22895905375480652,-1.521566390991211,1.097007155418396,1.6595358848571777,0.8248111009597778,0.5638923645019531,1.7211002111434937,0.7259580492973328,-1.8698687553405762,-0.8633883595466614,-0.25076213479042053,-0.27942249178886414,-0.24565573036670685,-0.13807013630867004,0.1787971407175064,-1.140852689743042,-0.27465659379959106,-0.21094666421413422,-1.0592248439788818,0.808780312538147,-0.5469830632209778,0.3246389329433441,0.637557327747345,0.6036011576652527,-0.5612955689430237
132,14,4,2,3,0,0,0,3.361983060836792,0.9388577938079834,0.9388577938079834,0.3122038245201111,3,-1.1177555322647095,0.39539384841918945,-0.1991482973098755,-0.5792885422706604,-0.17884646356105804,-0.4477490782737732,-0.550180196762085,-0.49168699979782104,-0.8867611885070801,-0.17911358177661896,-0.854093074798584,-0.890434205532074,-0.36711934208869934,-0.9050743579864502,0.8373890519142151,-0.7138782143592834,-0.9351567625999451,-0.5710789561271667,-0.8585985898971558,0.24812252819538116,0.026397770270705223,-0.9286202788352966,0.9755769968032837,-0.6103757619857788,-0.13552239537239075,0.7991160750389099,-0.13862086832523346,-0.211660236120224,-1.8530552387237549,-0.1457606852054596,1.483283519744873,1.1752804517745972,0.20882824063301086,0.5396718382835388,1.8262193202972412,-1.1221129894256592,-1.2177010774612427,-1.3365391492843628,0.17614750564098358,-0.047575097531080246,-0.12200425565242767,0.19283603131771088,-1.104636311531067,-0.22066211700439453,-0.25090932846069336,-1.0210820436477661,0.8208886384963989,-0.5561826229095459,0.34968996047973633,0.7179972529411316,0.5269535183906555,-0.5320811867713928
133,14,4,2,3,0,0,0,2.2120540142059326,0.7851665616035461,0.7851665616035461,0.8157558441162109,3,-0.03995621204376221,-0.03805278241634369,-0.37390273809432983,0.7724612355232239,0.6732835173606873,0.03913882374763489,-1.2480629682540894,0.05211983621120453,-0.8371153473854065,-0.2766469717025757,-0.30662673711776733,0.3291243016719818,0.4075492024421692,-0.7756988406181335,0.8142897486686707,-0.4524178206920624,-0.3745444118976593,-0.7985154390335083,0.642845094203949,0.5879112482070923,-0.5963502526283264,0.18810735642910004,0.8880666494369507,-0.5768253803253174,0.5561920404434204,1.3628042936325073,-0.47865065932273865,-0.312114417552948,-1.5692728757858276,0.5175357460975647,1.083945870399475,1.4276483058929443,0.15466316044330597,0.0013174166670069098,1.2332801818847656,-1.5448424816131592,-1.633420467376709,-0.9152133464813232,0.29220882058143616,-0.1760820597410202,-0.15265053510665894,0.20780447125434875,-1.053317666053772,-0.17750400304794312,-0.29530343413352966,-0.984595775604248,0.8321758508682251,-0.5604130029678345,0.38221853971481323,0.7902272343635559,0.4741095304489136,-0.5086019039154053
134,14,4,2,3,0,0,0,2.2333600521087646,0.7583396434783936,0.7583396434783936,0.880602240562439,3,0.2068067491054535,-0.21803167462348938,1.3156445026397705,-0.29934069514274597,0.718049943447113,0.16507713496685028,0.584542989730835,-1.2511398792266846,0.5746018886566162,-0.5257124900817871,0.6312068104743958,0.7494221329689026,0.1975756138563156,0.7194112539291382,-0.15185515582561493,0.6703140735626221,0.5551877021789551,0.3678116500377655,0.9165583848953247,-0.19486376643180847,-0.6463477611541748,0.9249473810195923,-0.5251374244689941,-0.19753223657608032,0.3900570869445801,-0.1616426706314087,-0.6575581431388855,-0.501518964767456,-1.8287451267242432,1.4303836822509766,1.2693418264389038,0.8412194848060608,0.5789401531219482,1.4123685359954834,1.037150502204895,-1.5934243202209473,-0.9652285575866699,-0.5316251516342163,-0.3445124924182892,-0.3752058148384094,-0.18109019100666046,0.22071516513824463,-0.9907215237617493,-0.20334087312221527,-0.266032338142395,-0.9469015002250671,0.8329693078994751,-0.5715053677558899,0.4398996829986572,0.8570667505264282,0.4064820110797882,-0.500015377998352
135,14,4,2,3,0,0,0,3.5161216259002686,0.9368380308151245,0.9368380308151245,0.3181087076663971,3,-1.220536470413208,0.39384904503822327,0.5160008072853088,0.014961615204811096,-0.3751720190048218,0.14050357043743134,-0.03013855218887329,0.028922900557518005,0.1708148866891861,0.5577930808067322,-0.9628801345825195,-0.9927467703819275,-0.9598761796951294,0.00947028398513794,-0.05427655950188637,0.37061506509780884,-0.9901575446128845,0.368083119392395,-0.9964122772216797,-0.5644662976264954,0.960685133934021,-0.9731278419494629,0.9311865568161011,-0.18491069972515106,-0.5405075550079346,-0.028821324929594994,-0.4418213367462158,0.5914819836616516,-1.2283786535263062,0.06742294877767563,1.9663041830062866,0.36817270517349243,0.24431408941745758,1.6055964231491089,1.4389675855636597,-1.5741864442825317,-1.0502145290374756,-1.0920504331588745,-0.39098912477493286,0.06470853835344315,-0.1482653021812439,0.22112666070461273,-0.9692271947860718,-0.1520918607711792,-0.27660083770751953,-0.9179609417915344,0.8378462195396423,-0.5860238075256348,0.4623122811317444,0.9112732410430908,0.3292362093925476,-0.4772927761077881
136,14,4,2,3,0,0,0,2.5630686283111572,0.8616986870765686,0.8616986870765686,0.5899522304534912,3,-1.4690759181976318,-0.3063030540943146,0.36836838722229004,-0.49524813890457153,0.16467894613742828,0.17729096114635468,-1.069165825843811,0.3900056481361389,-0.9954927563667297,-0.7849832773208618,-0.8387221693992615,-0.8004139065742493,0.35855740308761597,-0.993337094783783,0.9774988293647766,-0.9173358082771301,-0.9773517847061157,-0.95212322473526,0.2597361207008362,0.5095635056495667,-0.77425217628479,-0.8712139129638672,0.9989546537399292,-0.9221211075782776,0.4089406430721283,1.210797667503357,0.15226878225803375,-0.15742503106594086,-2.086658000946045,-0.01012236624956131,0.8170543909072876,1.3392152786254883,0.22793731093406677,-0.16997559368610382,1.8619623184204102,-0.8528633713722229,-1.2063052654266357,-1.3075186014175415,-0.00419852277263999,-0.22310929000377655,-0.16306747496128082,0.23395496606826782,-0.9367354512214661,-0.11361585557460785,-0.319475382566452,-0.8860111236572266,0.8459886312484741,-0.5937446355819702,0.48276692628860474,0.9638672471046448,0.2831568419933319,-0.4524317979812622
137,14,4,2,3,0,0,0,2.1347849369049072,0.7191498875617981,0.7191498875617981,0.9749177098274231,3,0.8106265068054199,0.36172544956207275,-0.6543975472450256,0.9922149181365967,-0.2670723795890808,0.8743438124656677,0.3109293580055237,-0.710046112537384,0.4263070225715637,0.3413181006908417,0.536156415939331,0.6532730460166931,0.24640826880931854,0.3706947863101959,-0.1230693906545639,0.24148263037204742,0.6948375701904297,-0.022102195769548416,0.28243687748908997,0.10352015495300293,-0.34503722190856934,0.7270534038543701,-0.5781261920928955,-0.07599673420190811,-0.03964459151029587,-0.3343103229999542,-0.5775967836380005,-0.7896862030029297,-1.6332005262374878,1.050681471824646,1.6813390254974365,0.9718421697616577,1.1281371116638184,1.0031650066375732,0.7567138075828552,-1.83372163772583,-0.8656162023544312,0.21598590910434723,-0.14456096291542053,-0.589527428150177,-0.1786448210477829,0.24398626387119293,-0.8800585865974426,-0.14416521787643433,-0.3172273337841034,-0.8551526665687561,0.8501437306404114,-0.599631667137146,0.5271703600883484,1.0163180828094482,0.23368501663208008,-0.44948238134384155
