episode,step,action,action_name,reward,ep_return_so_far,time_left,x,y,n_revealed,on_object,tile_revealed,tile_revealed_green,tile_revealed_red,tfrac,g_norm
0,0,1,DOWN,0.9913333333333333,0.9913333333333333,499,2,3,0,0,0,0,0,1.0,0.34588852524757385
0,1,0,UP,-0.015333333333333332,0.976,498,2,2,0,0,0,0,0,0.9980000257492065,0.6548047065734863
0,2,1,DOWN,0.9893333333333333,1.9653333333333332,497,2,3,0,0,0,0,0,0.9959999918937683,0.9327355027198792
0,3,0,UP,-0.017333333333333333,1.9479999999999997,496,2,2,0,0,0,0,0,0.9940000176429749,1.1807069778442383
0,4,1,DOWN,0.9885049062085871,2.9365049062085866,495,2,3,0,0,0,0,0,0.9919999837875366,1.4044585227966309
0,5,0,UP,-0.018161760458079525,2.918343145750507,494,2,2,0,0,0,0,0,0.9900000095367432,1.603830337524414
0,6,1,DOWN,0.9878692317181955,3.9062123774687025,493,2,3,0,0,0,0,0,0.9879999756813049,1.784301519393921
0,7,0,UP,-0.018797434948471088,3.8874149425202313,492,2,2,0,0,0,0,0,0.9860000014305115,1.9449273347854614
0,8,1,DOWN,0.9873333333333333,4.874748275853564,491,2,3,0,0,0,0,0,0.984000027179718,2.090770959854126
0,9,0,UP,-0.019333333333333334,4.855414942520231,490,2,2,0,0,0,0,0,0.9819999933242798,2.2204253673553467
0,10,1,DOWN,0.9868611973783337,5.842276139898565,489,2,3,0,0,0,0,0,0.9800000190734863,2.338514804840088
0,11,0,UP,-0.019805469288332912,5.822470670610232,488,2,2,0,0,0,0,0,0.9779999852180481,2.4433515071868896
0,12,0,UP,0.958,6.7804706706102325,487,2,1,0,0,0,0,0,0.9760000109672546,2.539152145385742
0,13,0,UP,-0.015333333333333332,6.765137337276899,486,2,0,0,1,0,0,0,0.9739999771118164,2.6251907348632812
0,14,0,UP,-0.018333333333333333,6.7468040039435655,485,2,0,0,0,0,0,0,0.972000002861023,2.7030727863311768
0,15,0,UP,-0.020161760458079526,6.726642243485486,484,2,0,0,0,0,0,0,0.9700000286102295,2.7732534408569336
0,16,0,UP,-0.021797434948471084,6.704844808537015,483,2,0,0,0,0,0,0,0.9679999947547913,2.836519479751587
0,17,0,UP,-0.02333333333333333,6.681511475203681,482,2,0,0,0,0,0,0,0.9660000205039978,2.8935744762420654
0,18,0,UP,-0.02480546928833291,6.656706005915348,481,2,0,0,0,0,0,0,0.9639999866485596,2.945047616958618
0,19,0,UP,-0.02523231281889969,6.631473693096448,480,2,0,0,0,0,0,0,0.9620000123977661,2.9915027618408203
0,20,0,UP,-0.025624835955462513,6.605848857140986,479,2,0,0,0,0,0,0,0.9599999785423279,3.033445119857788
0,21,0,UP,-0.025990187582825716,6.57985866955816,478,2,0,0,0,0,0,0,0.9580000042915344,3.071326732635498
0,22,0,UP,-0.026333333333333334,6.553525336224826,477,2,0,0,0,0,0,0,0.9559999704360962,3.1055541038513184
0,23,0,UP,-0.026657888653670095,6.526867447571156,476,2,0,0,0,0,0,0,0.9539999961853027,3.136491060256958
0,24,0,UP,-0.026966582914044135,6.499900864657112,475,2,0,0,0,0,0,0,0.9520000219345093,3.1644644737243652
0,25,0,UP,-0.027261536563608843,6.4726393280935035,474,2,0,0,0,0,0,0,0.949999988079071,3.189767599105835
0,26,0,UP,-0.02754443588426131,6.445094892209243,473,2,0,0,0,0,0,0,0.9480000138282776,3.2126638889312744
0,27,0,UP,-0.02781664810688122,6.417278244102361,472,2,0,0,0,0,0,0,0.9459999799728394,3.2333905696868896
0,28,0,UP,-0.02807930002574817,6.389198944076613,471,2,0,0,0,0,0,0,0.9440000057220459,3.252159595489502
0,29,0,UP,-0.028333333333333335,6.3608656107432795,470,2,0,0,0,0,0,0,0.9419999718666077,3.269162893295288
0,30,0,UP,-0.028579544584568656,6.332286066158711,469,2,0,0,0,0,0,0,0.9399999976158142,3.284571886062622
0,31,0,UP,-0.028818614707571903,6.303467451451139,468,2,0,0,0,0,0,0,0.9380000233650208,3.298542022705078
0,32,0,UP,-0.02905113122041468,6.274416320230724,467,2,0,0,0,0,0,0,0.9359999895095825,3.3112123012542725
0,33,0,UP,-0.02927760524333249,6.245138714987392,466,2,0,0,0,0,0,0,0.9340000152587891,3.3227078914642334
0,34,0,UP,-0.02949848472324501,6.215640230264147,465,2,0,0,0,0,0,0,0.9319999814033508,3.333142042160034
0,35,0,UP,-0.029714164852980195,6.1859260654111665,464,2,0,0,0,0,0,0,0.9300000071525574,3.342616558074951
0,36,0,UP,-0.029924996379958768,6.156001069031208,463,2,0,0,0,0,0,0,0.9279999732971191,3.351222515106201
0,37,0,UP,-0.030131292304466047,6.125869776726742,462,2,0,0,0,0,0,0,0.9259999990463257,3.3590433597564697
0,38,0,UP,-0.03033333333333333,6.095536443393409,461,2,0,0,0,0,0,0,0.9240000247955322,3.366152763366699
0,39,0,UP,-0.0305313723605189,6.06500507103289,460,2,0,0,0,0,0,0,0.921999990940094,3.3726184368133545
0,40,0,UP,-0.030725638178746593,6.034279432854143,459,2,0,0,0,0,0,0,0.9200000166893005,3.3785011768341064
0,41,0,UP,-0.030916338577591698,6.003363094276551,458,2,0,0,0,0,0,0,0.9179999828338623,3.3838553428649902
0,42,0,UP,-0.03110366294760234,5.972259431328949,457,2,0,0,0,0,0,0,0.9160000085830688,3.388730525970459
0,43,0,UP,-0.03128778448343666,5.9409716468455125,456,2,0,0,0,0,0,0,0.9139999747276306,3.393171548843384
0,44,0,UP,-0.03146886205899337,5.909502784786519,455,2,0,0,0,0,0,0,0.9120000004768372,3.3972182273864746
0,45,0,UP,-0.0316470418323181,5.877855742954201,454,2,0,0,0,0,0,0,0.9100000262260437,3.400907516479492
0,46,0,UP,-0.03182245862640939,5.846033284327791,453,2,0,0,0,0,0,0,0.9079999923706055,3.4042723178863525
0,47,0,UP,-0.031995237123023934,5.814038047204767,452,2,0,0,0,0,0,0,0.906000018119812,3.4073424339294434
0,48,0,UP,-0.03216549289953256,5.7818725543052345,451,2,0,0,0,0,0,0,0.9039999842643738,3.410144805908203
0,49,0,UP,-0.03233333333333333,5.749539220971901,450,2,0,0,0,0,0,0,0.9020000100135803,3.4127037525177
0,50,0,UP,-0.03249885839392977,5.717040362577971,449,2,0,0,0,0,0,0,0.8999999761581421,3.41504168510437
0,51,0,UP,-0.03266216133927129,5.6843782012387,448,2,0,0,0,0,0,0,0.8980000019073486,3.4171783924102783
0,52,0,UP,-0.03282332933013013,5.65155487190857,447,2,0,0,0,0,0,0,0.8960000276565552,3.4191319942474365
0,53,0,UP,-0.03298244397400685,5.618572427934564,446,2,0,0,0,0,0,0,0.8939999938011169,3.420919179916382
0,54,0,UP,-0.03313958180819903,5.5854328461263645,445,2,0,0,0,0,0,0,0.8920000195503235,3.4225547313690186
0,55,0,UP,-0.03329481473014905,5.552138031396216,444,2,0,0,0,0,0,0,0.8899999856948853,3.4240520000457764
0,56,0,UP,-0.033448210381937335,5.518689821014278,443,2,0,0,0,0,0,0,0.8880000114440918,3.4254236221313477
0,57,0,UP,-0.033599832494754935,5.4850899885195235,442,2,0,0,0,0,0,0,0.8859999775886536,3.426680564880371
0,58,0,UP,-0.03374974119833207,5.451340247321191,441,2,0,0,0,0,0,0,0.8840000033378601,3.427833080291748
0,59,0,UP,-0.033897993299583866,5.417442254021608,440,2,0,0,0,0,0,0,0.8820000290870667,3.4288902282714844
0,60,0,UP,-0.03404464253413542,5.383397611487472,439,2,0,0,0,0,0,0,0.8799999952316284,3.4298601150512695
0,61,0,UP,-0.03418973979388435,5.349207871693587,438,2,0,0,0,0,0,0,0.878000020980835,3.430750846862793
0,62,0,UP,-0.034333333333333334,5.314874538360254,437,2,0,0,0,0,0,0,0.8759999871253967,3.4315690994262695
0,63,0,UP,-0.034475468957064284,5.28039906940319,436,2,0,0,0,0,0,0,0.8740000128746033,3.4323208332061768
0,64,0,UP,-0.03461619019041903,5.245782879212771,435,2,0,0,0,0,0,0,0.871999979019165,3.4330124855041504
0,65,0,UP,-0.03475553843518929,5.211027340777582,434,2,0,0,0,0,0,0,0.8700000047683716,3.4336485862731934
0,66,0,UP,-0.03489355311189437,5.176133787665687,433,2,0,0,0,0,0,0,0.8679999709129333,3.434234142303467
0,67,0,UP,-0.0350302717900324,5.141103515875655,432,2,0,0,0,0,0,0,0.8659999966621399,3.4347734451293945
0,68,0,UP,-0.03516573030752466,5.1059377855681305,431,2,0,0,0,0,0,0,0.8640000224113464,3.4352705478668213
0,69,0,UP,-0.035299962880429095,5.070637822687702,430,2,0,0,0,0,0,0,0.8619999885559082,3.4357290267944336
0,70,0,UP,-0.03543300220387483,5.035204820483827,429,2,0,0,0,0,0,0,0.8600000143051147,3.436152219772339
0,71,0,UP,-0.03556487954506115,4.999639940938766,428,2,0,0,0,0,0,0,0.8579999804496765,3.436542510986328
0,72,0,UP,-0.03569562482907055,4.963944316109695,427,2,0,0,0,0,0,0,0.8560000061988831,3.436903238296509
0,73,0,UP,-0.035825266718163,4.928119049391532,426,2,0,0,0,0,0,0,0.8539999723434448,3.4372365474700928
0,74,0,UP,-0.03595383268514664,4.892165216706386,425,2,0,0,0,0,0,0,0.8519999980926514,3.43754506111145
1,0,1,DOWN,1.9713333333333332,1.9713333333333332,499,2,3,0,0,0,0,0,1.0,0.3458899259567261
1,1,0,UP,-0.015333333333333332,1.9559999999999997,498,2,2,0,1,0,0,0,0.9980000257492065,0.6548407673835754
1,2,1,DOWN,1.9693333333333332,3.9253333333333327,497,2,3,0,0,0,0,0,0.9959999918937683,0.9328368306159973
1,3,0,UP,-0.017333333333333333,3.9079999999999995,496,2,2,0,1,0,0,0,0.9940000176429749,1.180896282196045
1,4,1,DOWN,1.9685049062085869,5.876504906208586,495,2,3,0,0,0,0,0,0.9919999837875366,1.4048296213150024
1,5,0,UP,-0.018161760458079525,5.858343145750506,494,2,2,0,1,0,0,0,0.9900000095367432,1.6044130325317383
1,6,1,DOWN,1.9678692317181954,7.826212377468702,493,2,3,0,0,0,0,0,0.9879999756813049,1.7851322889328003
1,7,0,UP,-0.018797434948471088,7.80741494252023,492,2,2,0,1,0,0,0,0.9860000014305115,1.9460270404815674
1,8,1,DOWN,1.9673333333333332,9.774748275853563,491,2,3,0,0,0,0,0,0.984000027179718,2.09211802482605
1,9,0,UP,-0.019333333333333334,9.755414942520229,490,2,2,0,1,0,0,0,0.9819999933242798,2.2220304012298584
1,10,1,DOWN,1.9668611973783336,11.722276139898563,489,2,3,0,0,0,0,0,0.9800000190734863,2.3403193950653076
1,11,0,UP,-0.019805469288332912,11.70247067061023,488,2,2,0,1,0,0,0,0.9779999852180481,2.445361614227295
1,12,1,DOWN,1.9664343538477669,13.668905024457997,487,2,3,0,0,0,0,0,0.9760000109672546,2.5412936210632324
1,13,0,UP,-0.020232312818899686,13.648672711639097,486,2,2,0,1,0,0,0,0.9739999771118164,2.626338481903076
1,14,1,DOWN,1.966041830711204,15.6147145423503,485,2,3,0,0,0,0,0,0.972000002861023,2.704268455505371
1,15,0,UP,-0.020624835955462516,15.594089706394838,484,2,2,0,1,0,0,0,0.9700000286102295,2.7732133865356445
1,16,1,DOWN,1.9656764790838408,17.55976618547868,483,2,3,0,0,0,0,0,0.9679999947547913,2.836629867553711
1,17,0,UP,-0.02099018758282571,17.538775997895854,482,2,2,0,1,0,0,0,0.9660000205039978,2.89259934425354
1,18,1,DOWN,1.9653333333333332,19.504109331229188,481,2,3,0,0,0,0,0,0.9639999866485596,2.944300413131714
1,19,0,UP,-0.021333333333333336,19.482775997895853,480,2,2,0,1,0,0,0,0.9620000123977661,2.9898014068603516
1,20,1,DOWN,1.9650087780129963,21.44778477590885,479,2,3,0,0,0,0,0,0.9599999785423279,3.032033681869507
1,21,0,UP,-0.02165788865367009,21.42612688725518,478,2,2,0,1,0,0,0,0.9580000042915344,3.0690791606903076
1,22,1,DOWN,1.9647000837526223,23.3908269710078,477,2,3,0,0,0,0,0,0.9559999704360962,3.103646993637085
1,23,0,UP,-0.02196658291404413,23.368860388093758,476,2,2,0,1,0,0,0,0.9539999961853027,3.1338539123535156
1,24,1,DOWN,1.9644051301030576,25.333265518196814,475,2,3,0,0,0,0,0,0.9520000219345093,3.162208080291748
1,25,0,UP,-0.02226153656360884,25.311003981633206,474,2,2,0,1,0,0,0,0.949999988079071,3.1868770122528076
1,26,0,UP,-0.008666666666666666,25.30233731496654,473,2,1,0,0,0,0,0,0.9480000138282776,3.2101845741271973
1,27,0,UP,-0.002,25.30033731496654,472,2,0,0,0,0,0,0,0.9459999799728394,3.231139898300171
1,28,0,UP,-0.005,25.29533731496654,471,2,0,0,0,0,0,0,0.9440000057220459,3.250286817550659
1,29,0,UP,-0.006828427124746191,25.288508887841797,470,2,0,0,0,0,0,0,0.9419999718666077,3.2676310539245605
1,30,0,UP,-0.008464101615137755,25.280044786226657,469,2,0,0,0,0,0,0,0.9399999976158142,3.2833473682403564
1,31,0,UP,-0.01,25.270044786226656,468,2,0,0,0,0,0,0,0.9380000233650208,3.2975940704345703
1,32,0,UP,-0.011472135954999579,25.258572650271656,467,2,0,0,0,0,0,0,0.9359999895095825,3.3105132579803467
1,33,0,UP,-0.011898979485566357,25.24667367078609,466,2,0,0,0,0,0,0,0.9340000152587891,3.3222320079803467
1,34,0,UP,-0.012291502622129183,25.23438216816396,465,2,0,0,0,0,0,0,0.9319999814033508,3.3328659534454346
1,35,0,UP,-0.012656854249492382,25.22172531391447,464,2,0,0,0,0,0,0,0.9300000071525574,3.3425188064575195
1,36,0,UP,-0.013,25.208725313914467,463,2,0,0,0,0,0,0,0.9279999732971191,3.3512837886810303
1,37,0,UP,-0.013324555320336759,25.19540075859413,462,2,0,0,0,0,0,0,0.9259999990463257,3.3592453002929688
1,38,0,UP,-0.0136332495807108,25.18176750901342,461,2,0,0,0,0,0,0,0.9240000247955322,3.3664793968200684
1,39,0,UP,-0.013928203230275509,25.167839305783144,460,2,0,0,0,0,0,0,0.921999990940094,3.3730547428131104
