episode,step,action,action_name,reward,ep_return_so_far,time_left,x,y,n_revealed,on_object,tile_revealed,tile_revealed_green,tile_revealed_red,tfrac,g_norm
1,40,0,UP,-0.014211102550927978,25.153628203232216,459,2,0,0,0,0,0,0,0.9200000166893005,3.379032850265503
1,41,0,UP,-0.014483314773547883,25.13914488845867,458,2,0,0,0,0,0,0,0.9179999828338623,3.3844704627990723
1,42,0,UP,-0.014745966692414835,25.124398921766254,457,2,0,0,0,0,0,0,0.9160000085830688,3.3894174098968506
1,43,0,UP,-0.015000000000000001,25.109398921766253,456,2,0,0,0,0,0,0,0.9139999747276306,3.3939194679260254
1,44,0,UP,-0.015246211251235322,25.09415271051502,455,2,0,0,0,0,0,0,0.9120000004768372,3.3980181217193604
1,45,0,UP,-0.015485281374238569,25.07866742914078,454,2,0,0,0,0,0,0,0.9100000262260437,3.4017508029937744
1,46,0,UP,-0.01571779788708135,25.062949631253698,453,2,0,0,0,0,0,0,0.9079999923706055,3.405151128768921
1,47,0,UP,-0.015944271909999162,25.0470053593437,452,2,0,0,0,0,0,0,0.906000018119812,3.4082493782043457
1,48,0,UP,-0.016165151389911682,25.030840207953787,451,2,0,0,0,0,0,0,0.9039999842643738,3.4110734462738037
1,49,0,UP,-0.01638083151964686,25.01445937643414,450,2,0,0,0,0,0,0,0.9020000100135803,3.4136486053466797
1,50,0,UP,-0.01659166304662544,24.997867713387514,449,2,0,0,0,0,0,0,0.8999999761581421,3.4159975051879883
1,51,0,UP,-0.01679795897113271,24.98106975441638,448,2,0,0,0,0,0,0,0.8980000019073486,3.418140411376953
2,0,1,DOWN,0.9913333333333333,0.9913333333333333,499,2,3,0,0,0,0,0,1.0,0.34576988220214844
2,1,0,UP,-0.002,0.9893333333333333,498,2,2,0,0,0,0,0,0.9980000257492065,0.6548386812210083
2,2,1,DOWN,0.9893333333333333,1.9786666666666666,497,2,3,0,0,0,0,0,0.9959999918937683,0.9329473972320557
2,3,0,UP,-0.004,1.9746666666666666,496,2,2,0,0,0,0,0,0.9940000176429749,1.181220531463623
2,4,1,DOWN,0.9885049062085871,2.963171572875254,495,2,3,0,0,0,0,0,0.9919999837875366,1.4053562879562378
2,5,0,UP,-0.0048284271247461905,2.958343145750508,494,2,2,0,0,0,0,0,0.9900000095367432,1.605224609375
2,6,1,DOWN,0.9878692317181955,3.9462123774687035,493,2,3,0,0,0,0,0,0.9879999756813049,1.7861781120300293
2,7,0,UP,-0.005464101615137754,3.940748275853566,492,2,2,0,0,0,0,0,0.9860000014305115,1.9473832845687866
2,8,1,DOWN,0.9873333333333333,4.928081609186899,491,2,3,0,0,0,0,0,0.984000027179718,2.093681812286377
2,9,0,UP,-0.006,4.922081609186899,490,2,2,0,0,0,0,0,0.9819999933242798,2.22387433052063
2,10,1,DOWN,0.9868611973783337,5.908942806565232,489,2,3,0,0,0,0,0,0.9800000190734863,2.342297077178955
2,11,0,UP,-0.00647213595499958,5.902470670610232,488,2,2,0,0,0,0,0,0.9779999852180481,2.4475438594818115
2,12,1,DOWN,0.9864343538477669,6.8889050244579995,487,2,3,0,0,0,0,0,0.9760000109672546,2.5435068607330322
2,13,0,UP,-0.006898979485566356,6.882006044972433,486,2,2,0,0,0,0,0,0.9739999771118164,2.6286542415618896
2,14,0,UP,0.998,7.880006044972434,485,2,1,0,0,0,0,0,0.972000002861023,2.706502676010132
2,15,0,UP,0.998,8.878006044972434,484,2,0,0,0,0,0,0,0.9700000286102295,2.77640438079834
2,16,0,UP,-0.005,8.873006044972433,483,2,0,0,0,0,0,0,0.9679999947547913,2.83969783782959
2,17,0,UP,-0.006828427124746191,8.866177617847686,482,2,0,0,0,0,0,0,0.9660000205039978,2.8966996669769287
2,18,0,UP,-0.008464101615137755,8.857713516232549,481,2,0,0,0,0,0,0,0.9639999866485596,2.9480502605438232
2,19,0,UP,-0.01,8.847713516232549,480,2,0,0,0,0,0,0,0.9620000123977661,2.9943244457244873
3,0,1,DOWN,0.998,0.998,499,2,3,0,0,0,0,0,1.0,0.3459029793739319
3,1,0,UP,-0.008666666666666666,0.9893333333333333,498,2,2,0,0,0,0,0,0.9980000257492065,0.6544361114501953
3,2,1,DOWN,0.996,1.9853333333333332,497,2,3,0,0,0,0,0,0.9959999918937683,0.9322209358215332
3,3,0,UP,-0.010666666666666666,1.9746666666666666,496,2,2,0,0,0,0,0,0.9940000176429749,1.1800031661987305
3,4,1,DOWN,0.9951715728752538,2.9698382395419203,495,2,3,0,0,0,0,0,0.9919999837875366,1.4037187099456787
3,5,0,UP,-0.011495093791412857,2.9583431457505074,494,2,2,0,0,0,0,0,0.9900000095367432,1.6031160354614258
3,6,1,DOWN,0.9945358983848622,3.9528790441353694,493,2,3,0,0,0,0,0,0.9879999756813049,1.7836310863494873
3,7,0,UP,-0.01213076828180442,3.940748275853565,492,2,2,0,0,0,0,0,0.9860000014305115,1.9443756341934204
3,8,1,DOWN,0.994,4.934748275853565,491,2,3,0,0,0,0,0,0.984000027179718,2.0902676582336426
3,9,0,UP,-0.012666666666666666,4.922081609186898,490,2,2,0,0,0,0,0,0.9819999933242798,2.2200429439544678
3,10,1,DOWN,0.9935278640450004,5.915609473231898,489,2,3,0,0,0,0,0,0.9800000190734863,2.3381433486938477
3,11,0,UP,-0.013138802621666246,5.9024706706102315,488,2,2,0,0,0,0,0,0.9779999852180481,2.4430618286132812
4,0,1,DOWN,0.998,0.998,499,2,3,0,0,0,0,0,1.0,0.3454943001270294
4,1,0,UP,-0.008666666666666666,0.9893333333333333,498,2,2,0,0,0,0,0,0.9980000257492065,0.6539968252182007
4,2,1,DOWN,0.996,1.9853333333333332,497,2,3,0,0,0,0,0,0.9959999918937683,0.9319594502449036
4,3,0,UP,-0.010666666666666666,1.9746666666666666,496,2,2,0,0,0,0,0,0.9940000176429749,1.1802170276641846
4,4,1,DOWN,0.9951715728752538,2.9698382395419203,495,2,3,0,0,0,0,0,0.9919999837875366,1.404280662536621
