t,x,y,zone_id,action,perturbed,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11
1,7,3,1,0,0,0.9076656103134155,-0.7088128328323364,0.30260273814201355,-0.1124243438243866,1.7069344520568848,0.42647847533226013,-0.6844621896743774,-0.3117661476135254,0.4388827979564667,0.7453333735466003,0.032165203243494034,1.6993824243545532,-0.5125337243080139,-0.7855557203292847,-1.6235066652297974,1.7881494760513306,-1.2579795122146606,-0.2102067917585373,1.820661187171936,-0.4107785224914551,-0.9021873474121094,0.1269725114107132,-1.0160633325576782,0.01927148550748825,0.0622040219604969,-0.06404325366020203,0.07528118789196014,-0.06362658739089966,-0.2262662947177887,0.2275107353925705,-0.08523690700531006,0.06662304699420929,-0.001721468404866755,-0.07562500983476639,0.07041872292757034,-0.023191938176751137
2,7,2,1,0,0,2.0068397521972656,-1.2700109481811523,0.7152919769287109,-0.6404284238815308,2.305266857147217,0.4873519539833069,-1.4059038162231445,-0.7822885513305664,0.3976692855358124,0.825020968914032,-0.08929313719272614,1.6788291931152344,-0.17005711793899536,-0.7898553013801575,-1.7468938827514648,1.599052906036377,-1.4300540685653687,-0.1568605601787567,1.8491801023483276,-0.1789550483226776,-1.0506141185760498,0.0034177149645984173,-0.874373733997345,0.08880717307329178,0.13627363741397858,-0.1528388112783432,0.12023316323757172,-0.16743351519107819,-0.45554491877555847,0.3660515546798706,-0.15539339184761047,0.13028033077716827,0.025269027799367905,-0.1080288514494896,0.12790066003799438,0.07319530099630356
3,7,1,1,0,0,0.39777475595474243,-1.0141838788986206,0.39019685983657837,-0.610726535320282,1.5932095050811768,0.7134970426559448,-0.8150066137313843,-0.7169933915138245,0.41470301151275635,0.9083473086357117,-0.08354289084672928,1.6582081317901611,-0.05303851142525673,-0.8210678100585938,-1.7373907566070557,1.535068392753601,-1.4668662548065186,-0.15592680871486664,1.8148335218429565,-0.17204205691814423,-1.1269521713256836,-0.04667394608259201,-0.8399349451065063,0.1268399953842163,0.19028404355049133,-0.219460129737854,0.10540374368429184,-0.25886762142181396,-0.6625975370407104,0.4926764667034149,-0.21582375466823578,0.20828139781951904,0.033790163695812225,-0.12130855768918991,0.19042333960533142,0.1797017604112625
4,7,0,1,0,0,2.216820240020752,-0.903177797794342,0.16308164596557617,-0.310036301612854,1.150846242904663,-0.36338651180267334,-0.7014558911323547,-0.12821286916732788,0.29964321851730347,0.8892492055892944,-0.41218453645706177,1.5363510847091675,0.643600344657898,-0.6163851618766785,-2.0342507362365723,0.5385168194770813,-1.7346144914627075,0.05601811036467552,1.890846610069275,0.42801573872566223,-1.2804933786392212,-0.24110174179077148,-0.3266162872314453,0.3043006956577301,0.2460174262523651,-0.3010134696960449,0.1980610191822052,-0.3788686692714691,-0.8309735059738159,0.5563304424285889,-0.2527812421321869,0.2456376701593399,0.11289836466312408,-0.15965670347213745,0.18990015983581543,0.27969029545783997
5,7,0,1,0,0,1.1846413612365723,-1.6655147075653076,0.447305828332901,0.19233617186546326,1.154979944229126,0.10770547389984131,-0.7717811465263367,-0.36703383922576904,0.3541368842124939,0.9916949272155762,-0.2682451903820038,1.5946698188781738,0.5100678205490112,-0.796928882598877,-1.8850797414779663,0.9287938475608826,-1.6780720949172974,-0.03368936851620674,1.8162121772766113,0.1945677399635315,-1.3062798976898193,-0.227265402674675,-0.5058822631835938,0.26235130429267883,0.2914332151412964,-0.37393704056739807,0.1985662281513214,-0.4703546464443207,-0.9874440431594849,0.6361252665519714,-0.2984544038772583,0.3124754726886749,0.1305157095193863,-0.1674695611000061,0.23145684599876404,0.3926005959510803
6,7,0,1,0,0,1.334669589996338,-0.9592649936676025,0.23091477155685425,-1.0376100540161133,1.720944881439209,0.9661228656768799,-0.8710216879844666,-0.4664924740791321,0.4562950134277344,1.0109096765518188,-0.10219058394432068,1.617959976196289,-0.005760152358561754,-0.7282522916793823,-1.7412464618682861,1.512702226638794,-1.4704583883285522,-0.23932966589927673,1.794190764427185,-0.20419496297836304,-1.174790382385254,-0.1182355284690857,-0.822067379951477,0.16661299765110016,0.29892778396606445,-0.4435509443283081,0.20388169586658478,-0.522763192653656,-1.1372969150543213,0.7545726299285889,-0.33595436811447144,0.38521260023117065,0.1541925072669983,-0.1720695048570633,0.28884685039520264,0.39470574259757996
7,7,0,1,0,0,1.1103315353393555,-0.6223770976066589,0.39451539516448975,-1.0355948209762573,1.6025763750076294,0.20777395367622375,-1.090886116027832,-0.960967481136322,0.29746267199516296,1.036661982536316,-0.3841456472873688,1.5028737783432007,0.818333625793457,-0.6696400046348572,-1.949863314628601,0.3896315097808838,-1.7483667135238647,0.002779008587822318,1.7991304397583008,0.4084800183773041,-1.3618863821029663,-0.33454272150993347,-0.22986724972724915,0.36683282256126404,0.3233549892902374,-0.5068045258522034,0.23138248920440674,-0.6123734712600708,-1.2601677179336548,0.8116761445999146,-0.36901453137397766,0.43201059103012085,0.19289135932922363,-0.18629200756549835,0.32070526480674744,0.47980940341949463
8,7,0,1,0,0,2.1719655990600586,-1.20379638671875,-0.38113856315612793,-0.5797135829925537,1.7961273193359375,-0.19786572456359863,-0.7355815172195435,0.004666924476623535,0.3677845597267151,1.0782270431518555,-0.3683202862739563,1.5175307989120483,0.5966580510139465,-0.5597076416015625,-1.9722225666046143,0.7778640389442444,-1.6853662729263306,-0.1408991813659668,1.8338572978973389,0.21281154453754425,-1.3307305574417114,-0.2939728796482086,-0.3990337550640106,0.31157761812210083,0.3279043436050415,-0.5759556889533997,0.29654577374458313,-0.6798456907272339,-1.3771461248397827,0.8735313415527344,-0.39525946974754333,0.4686621427536011,0.2500224709510803,-0.19349898397922516,0.3392983675003052,0.5019317269325256
9,7,0,1,0,0,1.5749552249908447,-0.14285528659820557,0.7182270288467407,0.13651588559150696,1.7533118724822998,0.4492161273956299,-0.48597386479377747,-0.13462316989898682,0.5658287405967712,0.9790541529655457,0.06337890774011612,1.636662483215332,-0.5873933434486389,-0.6410703659057617,-1.532754898071289,1.7826948165893555,-1.2118232250213623,-0.35947757959365845,1.732725739479065,-0.6228222250938416,-0.9721449017524719,0.04221068322658539,-1.0403894186019897,0.10578931123018265,0.21115034818649292,-0.5776209235191345,0.33026835322380066,-0.5085923075675964,-1.2923611402511597,0.9770246744155884,-0.3492812514305115,0.48058760166168213,0.24547120928764343,-0.17938241362571716,0.3314909338951111,0.12070724368095398
10,7,0,1,0,0,1.8805131912231445,-1.4210375547409058,0.2181185483932495,-0.07325410842895508,0.7839661836624146,1.1160839796066284,-1.4503147602081299,-0.5301676988601685,0.2390367090702057,0.986585795879364,-0.4184147119522095,1.3850135803222656,1.1353625059127808,-0.7103831171989441,-1.8456135988235474,-0.385322242975235,-1.7665175199508667,0.22637253999710083,1.6565518379211426,0.7178569436073303,-1.375598669052124,-0.4384436011314392,0.07872680574655533,0.44772207736968994,0.2588854134082794,-0.6346648335456848,0.3238431215286255,-0.6012274622917175,-1.3824065923690796,1.0110939741134644,-0.38939806818962097,0.5274192094802856,0.26411840319633484,-0.18604391813278198,0.3547481298446655,0.24576418101787567
